,time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,rain_sum
783,2022-02-22,32.8,23.1,2.9,15.3,2.9
784,2022-02-23,33.3,23.6,1.0,14.8,1.0
785,2022-02-24,33.4,22.5,0.0,12.4,0.0
786,2022-02-25,33.8,23.2,0.1,17.3,0.1
787,2022-02-26,34.6,22.6,0.4,14.7,0.4
788,2022-02-27,35.2,23.6,0.1,17.8,0.1
789,2022-02-28,35.8,24.1,0.7,17.1,0.7
790,2022-03-01,35.1,24.9,0.0,15.8,0.0
791,2022-03-02,33.0,25.0,0.0,17.2,0.0
792,2022-03-03,34.3,25.1,0.4,17.6,0.4
793,2022-03-04,36.5,24.4,0.1,19.3,0.1
794,2022-03-05,36.3,25.0,1.5,20.8,1.5
795,2022-03-06,35.5,25.0,2.3,22.4,2.3
796,2022-03-07,35.2,25.0,2.0,21.5,2.0
797,2022-03-08,35.0,23.5,0.0,20.2,0.0
798,2022-03-09,34.5,24.0,0.3,20.3,0.3
799,2022-03-10,33.0,23.5,0.2,19.9,0.2
800,2022-03-11,35.3,23.1,0.0,21.9,0.0
801,2022-03-12,35.2,23.7,0.0,25.0,0.0
802,2022-03-13,35.0,25.5,5.1,19.7,5.1
803,2022-03-14,35.4,25.9,1.4,17.4,1.4
804,2022-03-15,35.0,25.0,0.1,19.4,0.1
805,2022-03-16,33.5,25.0,0.5,18.0,0.5
806,2022-03-17,35.0,24.9,0.0,18.1,0.0
807,2022-03-18,34.5,25.8,2.3,15.7,2.3
808,2022-03-19,34.5,24.2,1.8,21.7,1.8
809,2022-03-20,34.4,25.1,0.8,19.7,0.8
810,2022-03-21,32.7,25.3,2.8,26.1,2.8
811,2022-03-22,30.8,25.4,4.6,19.3,4.6
812,2022-03-23,33.5,24.7,1.6,16.9,1.6
813,2022-03-24,32.8,25.1,2.2,19.8,2.2
814,2022-03-25,34.9,25.3,0.0,20.5,0.0
815,2022-03-26,35.3,24.8,0.0,17.0,0.0
816,2022-03-27,35.7,23.5,1.2,17.1,1.2
817,2022-03-28,35.4,24.2,9.1,16.8,9.1
818,2022-03-29,33.6,23.9,11.1,18.1,11.1
819,2022-03-30,33.2,24.0,5.2,17.8,5.2
820,2022-03-31,30.9,24.3,18.4,12.9,18.4
821,2022-04-01,29.6,23.8,31.4,19.6,31.4
822,2022-04-02,31.9,24.0,3.0,17.0,3.0
823,2022-04-03,31.6,22.8,21.1,15.8,21.1
824,2022-04-04,32.0,22.9,14.8,11.5,14.8
825,2022-04-05,31.0,23.5,22.7,9.1,22.7
826,2022-04-06,32.2,23.2,0.1,15.3,0.1
827,2022-04-07,30.0,23.6,0.2,14.0,0.2
828,2022-04-08,32.5,22.8,1.8,16.7,1.8
829,2022-04-09,31.9,23.3,0.8,15.1,0.8
830,2022-04-10,31.6,23.1,19.1,14.2,19.1
831,2022-04-11,30.5,24.0,2.4,14.8,2.4
832,2022-04-12,31.5,23.8,2.0,13.5,2.0
833,2022-04-13,32.7,24.7,0.8,13.3,0.8
834,2022-04-14,32.9,25.1,6.9,13.0,6.9
835,2022-04-15,31.5,24.1,14.5,12.5,14.5
836,2022-04-16,30.6,24.7,19.1,15.3,19.1
837,2022-04-17,31.7,24.8,1.0,16.2,1.0
838,2022-04-18,33.0,25.4,0.2,15.3,0.2
839,2022-04-19,32.9,24.7,0.1,13.4,0.1
840,2022-04-20,32.7,25.0,3.2,18.3,3.2
841,2022-04-21,33.9,25.0,2.9,17.7,2.9
842,2022-04-22,34.1,25.2,0.5,14.0,0.5
843,2022-04-23,35.2,25.8,0.7,18.0,0.7
844,2022-04-24,33.7,25.6,6.0,19.9,6.0
845,2022-04-25,33.4,26.1,2.1,17.3,2.1
846,2022-04-26,33.8,25.8,1.8,10.4,1.8
847,2022-04-27,35.5,25.2,0.0,15.1,0.0
848,2022-04-28,34.0,26.5,2.2,21.8,2.2
849,2022-04-29,27.1,24.0,32.6,17.8,32.6
850,2022-04-30,29.8,24.4,17.2,17.2,17.2
851,2022-05-01,30.6,25.0,10.6,15.9,10.6
852,2022-05-02,31.5,24.4,24.6,15.3,24.6
853,2022-05-03,29.6,24.0,16.1,15.1,16.1
854,2022-05-04,31.5,23.6,9.0,12.8,9.0
855,2022-05-05,32.0,23.9,3.9,18.3,3.9
856,2022-05-06,30.9,25.5,7.1,18.2,7.1
857,2022-05-07,32.5,25.6,6.4,20.1,6.4
858,2022-05-08,29.8,25.8,12.4,18.4,12.4
859,2022-05-09,32.1,26.0,3.7,19.4,3.7
860,2022-05-10,31.5,25.5,10.6,13.4,10.6
861,2022-05-11,32.1,25.4,5.0,13.2,5.0
862,2022-05-12,32.2,24.5,14.2,12.3,14.2
863,2022-05-13,33.0,25.6,3.5,14.2,3.5
864,2022-05-14,32.8,26.0,3.0,13.4,3.0
865,2022-05-15,33.2,25.0,16.3,16.5,16.3
866,2022-05-16,31.4,24.3,24.1,12.3,24.1
867,2022-05-17,30.7,24.5,7.5,13.3,7.5
868,2022-05-18,30.1,24.2,13.0,16.6,13.0
869,2022-05-19,30.3,24.1,36.6,13.2,36.6
870,2022-05-20,32.3,25.1,15.7,12.2,15.7
871,2022-05-21,31.8,24.9,4.2,15.6,4.2
872,2022-05-22,30.9,24.8,18.7,18.8,18.7
873,2022-05-23,29.5,24.5,2.6,20.5,2.6
874,2022-05-24,31.9,25.0,0.4,13.6,0.4
875,2022-05-25,32.5,25.1,6.7,17.6,6.7
876,2022-05-26,31.7,25.4,12.1,13.4,12.1
877,2022-05-27,31.2,24.8,36.8,17.8,36.8
878,2022-05-28,29.9,24.2,13.3,21.9,13.3
879,2022-05-29,30.1,24.2,6.9,19.2,6.9
880,2022-05-30,31.0,24.6,10.9,12.8,10.9
881,2022-05-31,32.1,24.1,12.2,8.4,12.2
882,2022-06-01,30.5,24.4,11.0,12.8,11.0
883,2022-06-02,32.2,24.1,20.4,23.1,20.4
884,2022-06-03,30.8,23.5,7.6,16.6,7.6
885,2022-06-04,30.6,24.2,16.8,12.7,16.8
886,2022-06-05,32.2,23.2,0.0,15.9,0.0
887,2022-06-06,32.2,24.5,2.9,14.8,2.9
888,2022-06-07,32.2,24.5,21.8,9.2,21.8
889,2022-06-08,32.5,24.2,2.1,10.7,2.1
890,2022-06-09,33.4,24.5,0.7,11.6,0.7
891,2022-06-10,31.9,23.8,23.0,8.2,23.0
892,2022-06-11,33.2,24.2,1.1,10.9,1.1
893,2022-06-12,31.5,24.2,6.3,11.0,6.3
894,2022-06-13,32.0,24.2,1.6,10.7,1.6
895,2022-06-14,31.8,24.5,1.0,14.7,1.0
896,2022-06-15,32.3,25.3,7.3,15.5,7.3
897,2022-06-16,32.0,24.6,2.9,9.8,2.9
898,2022-06-17,32.2,24.6,10.6,18.7,10.6
899,2022-06-18,32.5,24.0,9.1,10.4,9.1
900,2022-06-19,32.6,24.7,3.1,22.0,3.1
901,2022-06-20,32.1,24.0,10.9,17.0,10.9
902,2022-06-21,31.4,24.1,14.5,16.2,14.5
903,2022-06-22,31.5,24.5,33.4,18.8,33.4
904,2022-06-23,31.5,24.8,18.8,21.3,18.8
905,2022-06-24,31.1,23.9,9.6,14.0,9.6
906,2022-06-25,31.2,23.9,8.4,12.8,8.4
907,2022-06-26,31.6,24.7,11.1,14.5,11.1
908,2022-06-27,32.3,24.4,15.2,11.3,15.2
909,2022-06-28,31.1,24.1,17.6,11.4,17.6
910,2022-06-29,32.8,25.1,18.9,21.0,18.9
911,2022-06-30,30.3,25.5,17.8,26.4,17.8
912,2022-07-01,29.9,24.9,5.8,17.1,5.8
913,2022-07-02,30.5,25.0,10.7,22.3,10.7
914,2022-07-03,30.6,24.6,4.6,21.5,4.6
915,2022-07-04,31.8,24.6,6.7,20.7,6.7
916,2022-07-05,30.8,24.6,9.8,17.7,9.8
917,2022-07-06,31.1,25.1,15.2,16.7,15.2
918,2022-07-07,31.6,24.3,3.0,21.3,3.0
919,2022-07-08,29.9,24.9,16.7,18.9,16.7
920,2022-07-09,30.2,25.0,13.9,18.1,13.9
921,2022-07-10,30.7,24.4,27.0,19.9,27.0
922,2022-07-11,30.9,24.4,34.9,19.2,34.9
923,2022-07-12,28.8,24.4,21.2,16.5,21.2
924,2022-07-13,29.7,23.8,4.4,20.4,4.4
925,2022-07-14,31.2,23.9,9.3,20.1,9.3
926,2022-07-15,29.6,24.0,13.2,16.6,13.2
927,2022-07-16,32.0,24.4,8.8,15.5,8.8
928,2022-07-17,30.5,24.4,10.4,14.0,10.4
929,2022-07-18,31.4,24.0,6.8,17.1,6.8
930,2022-07-19,31.6,24.6,3.9,19.4,3.9
931,2022-07-20,30.1,25.0,14.4,15.8,14.4
932,2022-07-21,28.9,24.2,8.6,16.6,8.6
933,2022-07-22,33.0,23.4,0.0,12.3,0.0
934,2022-07-23,31.8,24.6,7.9,15.5,7.9
935,2022-07-24,32.4,24.6,0.4,14.5,0.4
936,2022-07-25,31.5,24.8,14.5,18.6,14.5
937,2022-07-26,30.8,25.3,9.4,14.5,9.4
938,2022-07-27,31.1,24.5,7.0,10.4,7.0
939,2022-07-28,31.5,23.9,2.6,12.5,2.6
940,2022-07-29,32.6,24.2,1.3,13.9,1.3
941,2022-07-30,32.0,25.0,3.8,18.9,3.8
942,2022-07-31,32.2,24.5,15.7,14.1,15.7
943,2022-08-01,31.2,23.9,22.1,14.6,22.1
944,2022-08-02,31.3,24.8,9.7,14.6,9.7
945,2022-08-03,30.4,24.2,8.1,14.8,8.1
946,2022-08-04,31.2,23.6,11.1,14.9,11.1
947,2022-08-05,31.6,24.5,13.2,18.7,13.2
948,2022-08-06,27.8,24.5,14.9,20.5,14.9
949,2022-08-07,29.2,24.2,12.9,20.9,12.9
950,2022-08-08,27.7,24.4,18.1,20.5,18.1
951,2022-08-09,30.0,24.0,11.9,23.1,11.9
952,2022-08-10,30.3,23.9,9.1,21.7,9.1
953,2022-08-11,30.3,24.0,12.2,24.0,12.2
954,2022-08-12,32.0,23.2,8.5,20.8,8.5
955,2022-08-13,32.8,23.8,0.1,12.1,0.1
956,2022-08-14,32.2,24.4,9.4,10.7,9.4
957,2022-08-15,29.1,24.4,4.6,16.6,4.6
958,2022-08-16,31.1,23.6,7.9,17.9,7.9
959,2022-08-17,31.3,23.8,2.7,16.4,2.7
960,2022-08-18,32.0,24.4,13.0,17.1,13.0
961,2022-08-19,31.3,24.5,2.4,21.6,2.4
962,2022-08-20,30.6,24.9,12.5,17.9,12.5
963,2022-08-21,31.5,24.6,8.0,20.5,8.0
964,2022-08-22,31.8,24.1,4.0,13.6,4.0
965,2022-08-23,31.2,24.2,15.5,15.5,15.5
966,2022-08-24,31.7,24.5,5.9,14.8,5.9
967,2022-08-25,31.1,24.6,13.1,15.3,13.1
968,2022-08-26,29.1,24.2,15.0,14.1,15.0
969,2022-08-27,31.7,23.4,18.5,14.8,18.5
970,2022-08-28,31.2,23.0,6.4,8.7,6.4
971,2022-08-29,31.3,23.6,8.8,18.0,8.8
972,2022-08-30,31.7,24.8,14.3,15.9,14.3
973,2022-08-31,31.9,23.9,12.6,9.3,12.6
974,2022-09-01,32.2,23.7,14.7,8.9,14.7
975,2022-09-02,32.0,24.2,10.6,10.6,10.6
976,2022-09-03,31.9,24.1,16.2,15.0,16.2
977,2022-09-04,31.2,23.9,9.5,20.5,9.5
978,2022-09-05,31.3,24.1,10.4,22.9,10.4
979,2022-09-06,30.2,24.3,14.8,22.7,14.8
980,2022-09-07,27.9,24.0,12.4,12.7,12.4
981,2022-09-08,31.3,23.6,2.9,19.0,2.9
982,2022-09-09,32.0,23.5,20.3,12.5,20.3
983,2022-09-10,30.4,24.0,4.7,18.7,4.7
984,2022-09-11,30.5,23.8,12.2,16.7,12.2
985,2022-09-12,30.3,24.1,15.6,15.3,15.6
986,2022-09-13,31.0,23.5,3.1,15.9,3.1
987,2022-09-14,31.5,24.2,8.3,17.7,8.3
988,2022-09-15,30.7,23.5,14.8,20.7,14.8
989,2022-09-16,30.8,24.1,12.4,17.3,12.4
990,2022-09-17,31.0,24.1,17.8,16.2,17.8
991,2022-09-18,31.1,23.8,9.2,15.8,9.2
992,2022-09-19,30.1,23.9,12.2,17.7,12.2
993,2022-09-20,31.0,23.9,14.0,16.3,14.0
994,2022-09-21,29.9,23.9,7.1,16.8,7.1
995,2022-09-22,30.5,23.9,13.6,17.7,13.6
996,2022-09-23,30.5,24.0,5.1,14.0,5.1
997,2022-09-24,31.2,24.3,19.4,17.7,19.4
998,2022-09-25,31.3,24.0,20.4,15.7,20.4
999,2022-09-26,31.1,24.2,29.1,21.5,29.1
1000,2022-09-27,29.3,23.5,16.9,19.2,16.9
1001,2022-09-28,29.2,24.3,11.0,22.5,11.0
1002,2022-09-29,29.6,23.6,7.8,20.0,7.8
1003,2022-09-30,29.8,23.6,2.9,16.6,2.9
1004,2022-10-01,29.5,24.8,26.5,15.1,26.5
1005,2022-10-02,28.2,23.8,20.7,13.3,20.7
1006,2022-10-03,30.0,24.0,3.8,19.3,3.8
1007,2022-10-04,30.0,23.4,5.0,10.5,5.0
1008,2022-10-05,30.2,24.1,15.5,22.2,15.5
1009,2022-10-06,29.5,23.6,4.3,14.7,4.3
1010,2022-10-07,31.0,23.1,13.7,13.6,13.7
1011,2022-10-08,27.5,23.5,7.1,8.8,7.1
1012,2022-10-09,29.9,23.2,14.2,11.3,14.2
1013,2022-10-10,29.1,23.5,6.7,10.1,6.7
1014,2022-10-11,30.9,23.3,6.7,9.4,6.7
1015,2022-10-12,30.8,23.6,9.9,11.6,9.9
1016,2022-10-13,31.7,23.0,0.4,18.4,0.4
1017,2022-10-14,30.0,23.8,0.4,18.4,0.4
1018,2022-10-15,30.0,22.1,0.0,12.1,0.0
1019,2022-10-16,31.0,21.3,0.0,11.3,0.0
1020,2022-10-17,31.6,23.1,3.4,11.7,3.4
1021,2022-10-18,30.4,23.2,16.4,15.5,16.4
1022,2022-10-19,29.7,24.1,28.3,15.6,28.3
1023,2022-10-20,28.5,24.1,9.4,19.6,9.4
1024,2022-10-21,30.8,24.0,6.2,17.2,6.2
1025,2022-10-22,30.5,23.5,12.5,13.0,12.5
1026,2022-10-23,30.7,23.8,20.5,10.4,20.5
1027,2022-10-24,31.3,24.0,9.6,11.6,9.6
1028,2022-10-25,30.8,23.5,10.4,17.7,10.4
1029,2022-10-26,30.5,24.1,20.3,11.3,20.3
1030,2022-10-27,29.9,23.9,15.5,13.0,15.5
1031,2022-10-28,29.8,23.4,3.1,9.7,3.1
1032,2022-10-29,31.5,22.6,5.3,11.9,5.3
1033,2022-10-30,31.1,24.0,0.8,12.1,0.8
1034,2022-10-31,31.7,22.4,0.0,13.4,0.0
1035,2022-11-01,30.9,23.8,0.3,12.7,0.3
1036,2022-11-02,29.5,23.1,2.0,14.0,2.0
1037,2022-11-03,28.9,23.7,13.6,12.3,13.6
1038,2022-11-04,29.9,23.5,11.8,13.4,11.8
1039,2022-11-05,30.6,23.0,2.0,11.9,2.0
1040,2022-11-06,30.9,22.7,6.5,12.6,6.5
1041,2022-11-07,31.0,23.2,2.4,8.0,2.4
1042,2022-11-08,32.2,23.4,0.1,12.1,0.1
1043,2022-11-09,31.6,24.0,0.3,10.4,0.3
1044,2022-11-10,31.5,24.1,6.4,13.1,6.4
1045,2022-11-11,31.8,24.0,6.5,21.2,6.5
1046,2022-11-12,30.7,24.0,12.1,15.3,12.1
1047,2022-11-13,30.6,23.4,1.9,20.7,1.9
1048,2022-11-14,31.0,23.7,4.1,14.3,4.1
1049,2022-11-15,31.0,23.6,1.1,12.4,1.1
1050,2022-11-16,31.9,23.9,0.4,12.5,0.4
1051,2022-11-17,31.8,23.9,6.3,17.5,6.3
1052,2022-11-18,31.4,23.5,12.1,14.8,12.1
1053,2022-11-19,26.9,23.5,8.2,14.9,8.2
1054,2022-11-20,25.9,23.4,31.5,11.6,31.5
1055,2022-11-21,28.9,23.1,7.5,7.4,7.5
1056,2022-11-22,27.2,23.5,5.0,11.6,5.0
1057,2022-11-23,28.8,24.3,11.4,21.9,11.4
1058,2022-11-24,29.0,24.2,11.7,20.9,11.7
1059,2022-11-25,30.5,23.6,5.2,15.1,5.2
1060,2022-11-26,29.8,23.7,2.4,16.4,2.4
1061,2022-11-27,30.1,23.8,1.5,15.3,1.5
1062,2022-11-28,30.5,23.8,2.9,14.5,2.9
1063,2022-11-29,31.4,24.4,0.2,12.2,0.2
1064,2022-11-30,31.0,22.5,1.1,9.0,1.1
1065,2022-12-01,31.9,23.2,0.3,8.2,0.3
1066,2022-12-02,30.4,23.9,0.6,17.6,0.6
1067,2022-12-03,30.3,23.8,5.3,16.1,5.3
1068,2022-12-04,30.8,23.3,1.7,14.8,1.7
1069,2022-12-05,31.3,23.6,3.4,12.9,3.4
1070,2022-12-06,31.3,23.2,8.4,7.9,8.4
1071,2022-12-07,30.0,23.3,3.1,12.5,3.1
1072,2022-12-08,31.0,23.1,0.2,13.7,0.2
1073,2022-12-09,30.9,23.1,7.9,12.0,7.9
1074,2022-12-10,30.9,22.9,0.0,15.5,0.0
1075,2022-12-11,30.2,23.2,0.1,12.3,0.1
1076,2022-12-12,30.2,21.9,0.0,15.9,0.0
1077,2022-12-13,29.5,20.3,0.0,12.7,0.0
1078,2022-12-14,29.8,20.8,0.3,9.3,0.3
1079,2022-12-15,30.5,20.9,0.1,8.8,0.1
1080,2022-12-16,31.5,22.4,0.0,11.2,0.0
1081,2022-12-17,31.3,23.0,0.0,15.5,0.0
1082,2022-12-18,30.9,23.5,0.0,25.4,0.0
1083,2022-12-19,31.0,20.9,0.0,16.8,0.0
1084,2022-12-20,31.0,20.6,0.0,11.8,0.0
1085,2022-12-21,31.8,22.0,0.0,13.8,0.0
1086,2022-12-22,31.9,22.0,0.0,15.8,0.0
1087,2022-12-23,30.8,20.3,0.0,14.7,0.0
1088,2022-12-24,30.4,18.6,0.0,13.1,0.0
1089,2022-12-25,31.0,19.0,0.0,11.4,0.0
1090,2022-12-26,30.6,19.0,0.0,12.9,0.0
1091,2022-12-27,31.1,21.0,0.0,10.1,0.0
1092,2022-12-28,32.2,20.5,0.0,14.6,0.0
1093,2022-12-29,32.5,21.2,0.0,11.9,0.0
1094,2022-12-30,29.3,23.0,1.1,16.1,1.1
1095,2022-12-31,31.4,21.6,0.1,13.9,0.1
1096,2023-01-01,29.5,22.0,0.6,13.8,0.6
1097,2023-01-02,32.4,22.4,2.3,12.6,2.3
1098,2023-01-03,32.3,22.9,0.2,17.2,0.2
1099,2023-01-04,31.7,23.2,0.3,20.5,0.3
1100,2023-01-05,26.9,22.6,3.5,19.3,3.5
1101,2023-01-06,28.0,20.9,20.3,18.9,20.3
1102,2023-01-07,27.7,21.4,27.1,19.6,27.1
1103,2023-01-08,27.0,20.8,0.5,9.3,0.5
1104,2023-01-09,27.7,23.0,17.0,11.5,17.0
1105,2023-01-10,26.3,23.0,14.2,18.7,14.2
1106,2023-01-11,28.7,23.2,0.7,18.7,0.7
1107,2023-01-12,28.6,23.1,3.8,14.1,3.8
1108,2023-01-13,29.9,22.6,2.3,8.8,2.3
1109,2023-01-14,31.1,23.0,0.2,9.3,0.2
1110,2023-01-15,30.9,22.8,0.0,12.0,0.0
1111,2023-01-16,30.5,23.1,0.3,13.8,0.3
1112,2023-01-17,30.3,21.3,0.1,14.5,0.1
1113,2023-01-18,30.0,20.4,0.0,11.9,0.0
1114,2023-01-19,30.6,21.8,0.0,12.3,0.0
1115,2023-01-20,31.0,21.8,0.0,9.9,0.0
1116,2023-01-21,31.7,22.1,0.1,11.0,0.1
1117,2023-01-22,31.5,23.2,0.3,10.7,0.3
1118,2023-01-23,32.5,23.1,0.4,12.9,0.4
1119,2023-01-24,32.5,23.2,0.6,10.8,0.6
1120,2023-01-25,32.0,22.2,0.0,18.4,0.0
1121,2023-01-26,32.2,21.4,0.0,10.1,0.0
1122,2023-01-27,32.3,21.9,1.8,16.9,1.8
1123,2023-01-28,32.2,23.2,0.0,16.2,0.0
1124,2023-01-29,31.0,21.5,0.0,9.7,0.0
1125,2023-01-30,31.4,20.4,0.0,12.0,0.0
1126,2023-01-31,32.4,20.8,0.0,18.4,0.0
1127,2023-02-01,32.0,22.9,1.4,12.3,1.4
1128,2023-02-02,33.6,23.9,1.4,17.4,1.4
1129,2023-02-03,34.8,24.2,0.0,18.8,0.0
1130,2023-02-04,34.7,23.2,0.3,17.8,0.3
1131,2023-02-05,34.4,23.0,0.0,18.0,0.0
1132,2023-02-06,34.7,22.6,0.0,20.8,0.0
1133,2023-02-07,34.0,23.5,0.9,20.1,0.9
1134,2023-02-08,34.4,23.5,0.7,16.6,0.7
1135,2023-02-09,33.8,24.1,0.1,18.0,0.1
1136,2023-02-10,35.2,22.8,0.0,23.8,0.0
1137,2023-02-11,35.3,22.7,0.0,22.0,0.0
1138,2023-02-12,35.0,23.4,0.2,22.6,0.2
1139,2023-02-13,33.7,23.5,0.0,20.7,0.0
1140,2023-02-14,33.3,23.0,0.0,22.6,0.0
1141,2023-02-15,33.7,23.4,0.1,15.0,0.1
1142,2023-02-16,33.5,21.0,0.0,15.6,0.0
1143,2023-02-17,34.0,22.6,0.8,15.0,0.8
1144,2023-02-18,31.5,24.2,0.0,14.5,0.0
1145,2023-02-19,33.6,24.4,1.9,16.7,1.9
1146,2023-02-20,31.2,23.2,3.7,18.9,3.7
1147,2023-02-21,33.5,22.0,0.0,19.5,0.0
1148,2023-02-22,32.9,22.5,0.1,18.2,0.1
1149,2023-02-23,33.5,22.2,0.1,17.5,0.1
1150,2023-02-24,33.7,22.5,0.0,19.6,0.0
1151,2023-02-25,33.3,21.9,0.0,15.5,0.0
1152,2023-02-26,35.0,21.8,0.0,14.9,0.0
1153,2023-02-27,34.5,22.4,0.0,17.4,0.0
1154,2023-02-28,34.5,23.4,0.3,16.9,0.3
1155,2023-03-01,33.4,24.0,0.0,15.0,0.0
1156,2023-03-02,34.3,23.7,0.0,15.5,0.0
1157,2023-03-03,34.2,22.5,0.0,16.6,0.0
1158,2023-03-04,33.2,22.2,0.0,17.3,0.0
1159,2023-03-05,32.2,21.5,0.0,13.2,0.0
1160,2023-03-06,33.0,21.1,0.0,23.3,0.0
1161,2023-03-07,33.7,21.6,0.0,18.9,0.0
1162,2023-03-08,34.2,22.1,0.0,20.7,0.0
1163,2023-03-09,34.2,21.5,0.0,23.6,0.0
1164,2023-03-10,34.0,21.4,0.0,21.2,0.0
1165,2023-03-11,34.7,22.2,0.0,21.8,0.0
1166,2023-03-12,33.2,22.3,0.1,19.9,0.1
1167,2023-03-13,34.2,22.5,0.0,22.5,0.0
1168,2023-03-14,34.2,22.3,0.0,24.0,0.0
1169,2023-03-15,35.7,22.4,0.0,27.2,0.0
1170,2023-03-16,35.5,23.4,0.0,20.8,0.0
1171,2023-03-17,35.6,23.2,0.2,20.8,0.2
1172,2023-03-18,35.2,24.0,0.0,23.9,0.0
1173,2023-03-19,37.0,24.0,0.0,28.3,0.0
1174,2023-03-20,34.8,24.4,0.5,19.2,0.5
1175,2023-03-21,35.4,24.5,0.0,17.7,0.0
1176,2023-03-22,35.7,24.7,0.0,19.8,0.0
1177,2023-03-23,35.0,25.0,0.3,16.8,0.3
1178,2023-03-24,36.4,24.0,0.0,20.7,0.0
1179,2023-03-25,34.1,25.3,0.1,20.0,0.1
1180,2023-03-26,35.8,23.2,0.0,18.8,0.0
1181,2023-03-27,35.8,25.0,0.0,22.4,0.0
1182,2023-03-28,35.8,25.8,2.1,21.7,2.1
1183,2023-03-29,35.2,24.9,0.0,18.5,0.0
1184,2023-03-30,34.8,25.0,0.5,19.7,0.5
1185,2023-03-31,34.4,25.5,0.1,17.3,0.1
1186,2023-04-01,34.2,24.6,0.0,21.8,0.0
1187,2023-04-02,35.0,23.7,0.1,19.6,0.1
1188,2023-04-03,34.0,25.6,7.7,20.8,7.7
1189,2023-04-04,34.5,25.0,1.5,17.2,1.5
1190,2023-04-05,34.3,25.5,0.5,18.7,0.5
1191,2023-04-06,35.2,25.4,1.0,19.3,1.0
1192,2023-04-07,35.3,26.4,0.0,19.7,0.0
1193,2023-04-08,36.3,25.2,0.0,19.7,0.0
1194,2023-04-09,36.9,26.0,0.7,17.5,0.7
1195,2023-04-10,35.3,25.9,2.8,20.3,2.8
1196,2023-04-11,33.5,26.4,6.1,14.3,6.1
1197,2023-04-12,34.8,25.9,0.6,17.2,0.6
1198,2023-04-13,34.6,25.9,3.0,16.8,3.0
1199,2023-04-14,35.0,24.1,4.7,17.5,4.7
1200,2023-04-15,33.8,25.2,39.5,15.6,39.5
1201,2023-04-16,32.0,25.3,7.2,14.8,7.2
1202,2023-04-17,33.3,25.6,0.1,20.9,0.1
1203,2023-04-18,33.2,26.0,0.5,17.9,0.5
1204,2023-04-19,34.2,24.9,0.7,15.9,0.7
1205,2023-04-20,36.3,26.4,0.2,20.9,0.2
1206,2023-04-21,36.5,26.4,1.4,12.4,1.4
1207,2023-04-22,36.3,26.5,0.3,18.7,0.3
1208,2023-04-23,36.0,26.8,0.3,19.5,0.3
1209,2023-04-24,37.5,25.8,0.2,13.2,0.2
1210,2023-04-25,37.7,26.8,0.8,22.3,0.8
1211,2023-04-26,36.3,26.8,0.0,18.1,0.0
1212,2023-04-27,37.5,26.5,0.3,22.8,0.3
1213,2023-04-28,37.3,27.0,1.2,16.0,1.2
1214,2023-04-29,36.8,27.1,2.7,18.9,2.7
1215,2023-04-30,34.9,26.0,2.3,18.5,2.3
1216,2023-05-01,36.8,26.5,0.3,16.6,0.3
1217,2023-05-02,37.5,26.6,2.2,19.6,2.2
1218,2023-05-03,37.0,27.5,1.5,17.8,1.5
1219,2023-05-04,37.2,27.5,0.0,20.2,0.0
1220,2023-05-05,36.8,27.0,0.2,12.8,0.2
1221,2023-05-06,37.9,27.5,0.0,16.9,0.0
1222,2023-05-07,36.7,28.2,1.3,19.1,1.3
1223,2023-05-08,35.7,26.5,18.3,15.4,18.3
1224,2023-05-09,32.2,25.9,16.3,18.8,16.3
1225,2023-05-10,31.5,25.6,7.9,15.2,7.9
1226,2023-05-11,31.9,26.0,8.3,10.9,8.3
1227,2023-05-12,32.0,26.2,3.1,15.0,3.1
1228,2023-05-13,32.8,26.1,4.8,12.0,4.8
1229,2023-05-14,33.2,25.5,3.7,17.3,3.7
1230,2023-05-15,33.8,25.7,0.8,13.0,0.8
1231,2023-05-16,34.2,26.5,5.0,15.5,5.0
1232,2023-05-17,33.8,26.2,11.1,11.3,11.1
1233,2023-05-18,34.0,26.1,11.1,19.3,11.1
1234,2023-05-19,34.6,25.7,0.3,18.0,0.3
1235,2023-05-20,32.7,26.4,4.9,21.3,4.9
1236,2023-05-21,31.9,26.0,8.3,18.4,8.3
1237,2023-05-22,33.5,25.0,13.9,13.4,13.9
1238,2023-05-23,32.8,25.1,13.0,14.9,13.0
1239,2023-05-24,32.6,25.6,7.4,16.4,7.4
1240,2023-05-25,31.1,24.4,9.8,16.4,9.8
1241,2023-05-26,30.8,25.3,10.8,15.6,10.8
1242,2023-05-27,30.5,24.1,35.9,15.8,35.9
1243,2023-05-28,30.3,24.2,20.3,15.0,20.3
1244,2023-05-29,31.6,24.5,11.6,15.6,11.6
1245,2023-05-30,30.5,25.1,8.8,21.6,8.8
1246,2023-05-31,31.6,25.9,4.9,23.0,4.9
1247,2023-06-01,31.3,25.2,12.2,23.5,12.2
1248,2023-06-02,31.1,25.8,8.3,20.4,8.3
1249,2023-06-03,32.8,25.6,6.3,18.3,6.3
1250,2023-06-04,32.2,25.6,13.7,17.7,13.7
1251,2023-06-05,31.3,25.1,28.4,14.8,28.4
1252,2023-06-06,30.9,25.0,19.1,22.9,19.1
1253,2023-06-07,28.5,25.0,6.8,17.1,6.8
1254,2023-06-08,30.0,25.0,2.3,16.7,2.3
